310	2.17594	0
362	2.12445	0
414	2.09346	0
566	2.07319	0
518	2.05905	0
570	2.04874	0
622	2.04091	0
674	2.03476	0
726	2.02982	0
778	2.02573	0
829	2.02228	0
881	2.0193	0
933	2.01669	0
985	2.01436	0
1037	2.01224	0
1089	2.01029	0
1141	2.00846	0
1193	2.00674	0
1245	2.0051	0
1297	2.00352	0
1349	2.00198	0
1401	2.00048	0
1453	1.999	0
1505	1.99754	0
1557	1.99608	0
1609	1.99463	0
1660	1.99321	0
1712	1.99175	0
1764	1.99028	0
1816	1.9888	0
1868	1.9873	0
1920	1.98578	0
1972	1.98425	0
2024	1.98269	0
2076	1.98111	0
2128	1.9795	0
2180	1.97787	0
2232	1.97621	0
2284	1.97452	0
2336	1.97281	0
2388	1.97106	0
2440	1.96929	0
2491	1.96752	0
2543	1.96568	0
2595	1.96381	0
2647	1.96191	0
2699	1.95997	0
2751	1.958	0
2803	1.956	0
2855	1.95396	0
2907	1.95188	0
2959	1.94977	0
3011	1.94763	0
3063	1.94545	0
3115	1.94323	0
3167	1.94098	0
3219	1.93869	0
3271	1.93636	0
3323	1.93399	0
3374	1.93164	0
3426	1.9292	0
3478	1.92672	0
3530	1.9242	0
3582	1.92165	0
3634	1.91905	0
3686	1.91642	0
3738	1.91375	0
3790	1.91103	0
3842	1.90828	0
3894	1.90549	0
3946	1.90266	0
3998	1.89978	0
4050	1.89687	0
4102	1.89391	0
4154	1.89092	0
4206	1.88788	0
4257	1.88486	0
4309	1.88174	0
4361	1.87858	0
4413	1.87537	0
4465	1.87212	0
4517	1.86883	0
4569	1.8655	0
4621	1.86212	0
4673	1.8587	0
4725	1.85523	0
4777	1.85172	0
4829	1.84816	0
4881	1.84456	0
4933	1.84092	0
4985	1.83723	0
5037	1.83349	0
5088	1.82978	0
5140	1.82596	0
5192	1.82208	0
5244	1.81816	0
5296	1.81419	0
5348	1.81018	0
5400	1.80612	0
5452	1.802	0
5504	1.79784	0
